nom_adjudicatari,nif,nombre_contractes,total_import_iva_inclos
"ESTRATEGIES QUALITAT URBANA, S",B60838307,5,811042.4299999999
ESTRATEKO SL,B66471608,2,52965.8
ESTUDI ALEA SCP,J64689136,1,18089.5
"ESTUDI ANTONI AROLA, SL",B61589859,1,16335.0
ESTUDI D'ARQUITECTURA CODI S.C,J63581193,1,9680.0
"ESTUDI JURIDIC AMBIENTAL, S.L",B63748883,1,17424.0
ESTUDI NAO SOCIEDAD CIVIL,J65049090,2,14960.69
ESTUDI PILARIN SLU,B66617523,1,3025.0
ESTUDI RAMON FOLCH I ASSOCIATS,B60598323,1,13189.0
ESTUDI RESTAURACIO GRACIA SL,B63843478,1,98.05
ESTUDI TECNIC CONSTRUCCIO CATA,B17433806,7,7480.3
ESTUDI XAVIER MAYOR ET AL. SL,B64883200,1,4961.0
ESTUDIO ARQUIT.TECNICA RAMON A,B63330211,4,27920.75
ESTUDIO CASA CARLOTA SL,B66072273,1,5324.0
"ESTUDIO TALLER 10 CAÑIZARES, S",B63575864,2,13101.98
ESTUDIS D'HOTELERIA I TURISME,A08311342,3,3889.05
ESTUDIS TOPOGRAFICS D'OBRES I,B66803875,1,1185.8
"ETALON PLUS, SL",B67189357,1,1951.08
ETCS ESTRATEGIES TRANSFORMACIÓ,F63684617,2,5134.639999999999
"ETERNUM EVENTS, S.C.P.",J25828237,1,96838.55
ETIC DATA CLOUD & SERVICES SL,B66398306,1,60500.0
"ETIC HABITAT, SCCL",F66437831,1,32656.19
E-TIC SISTEMES SL,B63504567,2,1885.79
ETIRE RIOJA SL,B26226159,1,2617.23
"ETRA BONAL , S.A.",A08522955,6,111225.72
"EUREST CATALUNYA, SLU",B58062027,3,141331.74
EUROBOSSA SL,B61910436,2,2343.17
EUROCATALANA OBRES I SERVEIS S,B62554035,5,4913326.02
EUROCEBRIAN SL,B97199806,1,15719.83
EURODIS SYSTEM ESPAÑA SL,B63002315,1,88935.0
"EUROFUSTERS, S.L.",B60957347,1,47295.16
EUROPA PRESS DE CATALUNYA S.A.,A08536922,1,34473.96
"EUROSEÑAL, S.L.",B01700848,1,8310.93
"EURO-TOMB BARCELONA, SL",B60976495,6,1287.44
EVECTRA MOBILITY SERVICES S.L.,B65910903,1,7792.4
EVENTOP CARPAS SL,B63638043,1,125888.4
"EVEREST-TECNOVET, S.L",B60303328,8,12487.73
EVOTIC SL,B67130674,1,14520.0
EXCAVACION. Y ROCALLAS CATALUN,B65535833,2,60673.2
EXCAVACIONS CACERES SL,B60193265,3,44869.4
"EXCAVACIONS I TRANSPORTS ANNA,",B61319976,2,65823.98999999999
EXPERT LINE SL,B17036476,12,41568.59999999999
"EXPOCOM, S.A.",A08617581,2,3990.5699999999997
"EXTERNA IMATGE I COMUNICACIO,S",B61504551,1,17968.5
"EXTRA ESTUDIO, SL",B58802976,1,11029.15
F VIDAL SA,A08364333,4,5256.120000000001
F.PRIV.CAT.PREVENCIO RESIDUS/C,G64007404,4,48436.56
FABREGAS WORK EQUIPMENT SL,B67073056,5,9757.44
FABRICA ESPAÑOLA DE CONFECCION,A28030062,2,232706.29
FAÇANES SOCAR SL,B06886808,1,47915.27
"FACTIVA LIMITED, DOW JONES",214640634,1,5891.05
FADENTE SAU,A18079343,1,1190.34
"FAIN ASCENSORES, SA",A28303485,1,434.38
"FAINO COMUNICACIO, S.L.",B61032413,2,756.25
"FAL CALZADOS DE SEGURIDAD, S.A",A26268508,1,258879.5
FAURA CASAS AUDITORS SL,B58671710,2,34529.869999999995
FCC CONSTRUCCION SA,A28854727,4,183048.83000000002
FCC INDUSTRIAL E INFRAESTRUCTU,A28482024,1,44310.59
FCC MEDIO AMBIENTE SA,A28541639,3,930719290.07
FED.D'ASS.CATAL. PARES I PERSO,G63566467,6,11006.68
FEDE.D'ASSO.ENTITATS COMIS.HOS,G58558602,1,14950.0
"FEDER COR D'HORTA, C.COMERCIAL",G62734736,2,5790.0
FEDER.ESPORT.CATAL. PARALÍTICS,G60121043,1,852.06
FEDERAC.CONSELL CULTURA POPULA,G66508029,1,4000.0
FEDERACIO CATALANA DE BASQUETB,G08665432,1,1896.73
FEDERACIO COMISSIO FESTES BORD,G67582858,1,847.0
FEDERACIÓ D'ASSOCIACIONS VEÏNA,G08508186,1,80.0
FEDERACIO DE SORDS DE CATALUNY,G08621922,2,873.96
FEDERACIO D'ENTITATS DE CALABR,G66605031,1,18148.79
FEDERACIO ENTITATS CLOT I CAMP,G58293150,2,364.25
FEDERACIÓ ESPORT.CATALANA DELS,G62225529,1,690.6
FEDERACIÓ TRANSFORMA PORTA,G66431131,1,968.0
FEDERACIÓN DE GREMIOS EDITORES,V28572766,1,1939.87
"FEDERAL SIGNAL VAMA, S.A.",A07231954,2,18528.91
"FEDRIGONI ESPAÑA, S.L.",B80521701,35,58592.79999999998
FEMAREC S.C.C.L.,F59197996,1,1500.0
FERLAN PUBLICIDAD EXTERIOR SL,B63358279,1,4066.81
FERRET,200531352327,1,400.0
FERRETERIA BARCELONA SA,A08546624,17,3901.3500000000004
"FERRETERIA CAMPS, SL",B08165615,12,813.6700000000001
FERRETERIAS JAIME VALLS CB,E65704298,18,8243.84
"FERROVIAL SERVICIOS, S.A.",A80241789,1,468.27
FEU I GODOY ARQUITECTES SLP,B25665613,2,11991.1
FIATC MUTUA SEGUROS,G08171407,1,306.17
"FICHEROS CARPOSA, SL",B82551391,1,390.0
FIELDTURF POLIGRAS SA,A58653676,3,141329.49000000002
"FIES EXCELLENCE, SL",B65708992,7,41638.85999999999
FIL A L'AGULLA SCCL,F65184350,1,8022.3
FIRA INTERNACIONAL DE BARCELON,Q0873006A,3,1265.06
FIRST CONTROL,B01589183,1,3628.79
FIRTEC SAU,A60493582,5,218487.22999999998
FIT4LIFE SLU,B63919260,1,11971.2
FJM ADVOCATS SL PROFESIONAL,B65062002,1,242000.01
"FLAMMA TEA, S.L.",B64790934,1,283.58
FLASHSBAY ELECTRONICS EUROPE L,N0074323G,1,1361.25
FLORISTERIES IRIS DISSENY FLOR,B66971441,6,4996.38
FOCALIZZA ASSISTENCIA COMERCIA,B64255920,1,16335.0
FOIX DE SARRIA SL,B62179502,1,620.0
FOLCH STUDIO SL,B64307523,3,223245.0
FOMENTO DE LAS ARTES Y EL DISE,G08746976,1,18029.0
"FONS GRAFIC, S.L.",B60434818,6,35920.67
FONT-ROVIRA ASSOCIATS SCP,J61691754,2,1815.0
FORMACIO I TREBALL FUNDACIO PR,G60229846,4,72183.54
"FORMACIÓ I TREBALL,EMPRESA D'I",B64044837,9,72522.26
FORMACIÓN PROFESIONAL DEL MAR,B66932146,1,510.76
FORN TRINITAT PASTISSERIA SL.,B61437232,2,345.0
FORUM ASSISTENCIA I PREVENCIÓ,B63853568,1,998.25
FOTO CASANOVA SL,B58598558,2,62517.59
"FOTOLETRA, S.A.",A08671893,1,8833.0
FRAGMENT SERVEIS CULTURALS SL,B61151098,3,5519.84
FRAIKIN ASSETS SAS SUCURSAL EN,W0017646A,1,1393920.0
FRANCESC XAIRO I ASSOCIATS S.L,B63099501,1,6655.0
"FRANK KEERL, S.A.",A58484502,4,1420.08
FREE LIBRE OPENSOURCE  SYST.IT,B66590548,2,28766.54
"FRICOR SERVEI INTEGRAL, SL",B61529277,5,308643.25
"FUDOSAN, SL",B60505864,1,37404.55
"FUENTES Y ARIZA, S.A.",A59092759,2,791492.74
"FUJI SPORT, SL",B60610763,1,381.65
FULL CIRCLE KARMA SL,B66046111,1,8470.0
FUND PRIV HOSP SANTA CREU SANT,G08197774,2,4456.87
FUND PRIVADA DEMOCRACIA I GOVE,G62771498,1,160.0
FUND PROMOCIO AUTOOCUPACIO CAT,G61508834,1,4500.0
FUND. ALICIA ALIMENTACIÓ I CIE,G63360531,2,4598.0
FUND. PRIVADA DESENV.COMUNITAR,G64373608,9,34688.7
FUND. UNIVERSITARIA BALMES DE,G58020124,2,36093.34
FUND.CATALANA LLEURE EDUCATIU,G64388705,1,1800.0
FUND.LA RODA ACC.CULT. LLEURE,G63172985,1,8537.5
FUND.METROPOLI  PARA INNOV.Y D,G81656977,1,484.99
FUND.PRIVAD.INSTITUT D'EDUCACI,G60414182,2,15651.88
FUND.PRIVADA CASINO ALIANçA PO,G64040264,1,3291.2
FUNDACIÓ ACADÈMIA CIÈNCIES MÈD,G61421418,2,696.0
FUNDACIO AVEDIS DONABEDIAN,G59026716,1,11495.0
FUNDACIO BLANQUERNA,R5800622B,1,300.0
FUNDACIO BOSCH I GIMPERA,G08906653,4,34452.51
FUNDACIÓ CANPEDRÓ,G60739984,2,2275.08
FUNDACIÓ CATALANA ESPLAI,G61096368,1,4810.65
FUNDACIÓ CATALUNYA - LA PEDRER,G65345472,1,992.2
FUNDACIO CONGRES CATALA DE SAL,G62394556,1,6675.0
FUNDACIO DEL BASQUET CATALA,G60280328,1,3000.0
FUNDACIÓ DEL TENNIS CATALÀ,G67488726,1,895.4
FUNDACIO ESADE,G59716761,1,7380.0
FUNDACIO ESCOLA RESTAURACIO I,G58011495,3,3889.05
FUNDACIO FRANCESC FERRER I GUA,G58506981,8,91190.26999999999
FUNDACIO GASPAR ESPUñA CETT,G62294418,1,4296.0
FUNDACIÓ GOTEO,G57728172,1,16843.2
FUNDACIO IMATGE I AUTOESTIMA,G64371487,1,200.0
FUNDACIÓ INICIATIVES SOLIDÀRIE,G62393616,24,143719.47
FUNDACIÓ INSTITUT CATALÀ ENVEL,G63202071,2,12251.25
FUNDACIÓ INSTITUT DE REINSERSI,G64147184,1,1248073.5
FUNDACIO ISOCIAL PER A LA INNO,G67267757,1,5445.0
FUNDACIÓ JESUÏTES EDUCACIÓ,G62411624,3,3889.05
FUNDACIO L'ESCOLASUPERIOR DE M,G62429329,1,3940.0
FUNDACIO MAGONE SALESIANS,G65338311,1,14886.04
FUNDACIÓ PERE TARRÉS,R5800395E,10,1078363.73
FUNDACIÓ PERIODISME PLURAL,G65978348,1,10110.0
FUNDACIO PRIV.ARTESA PER INTEG,G62299029,4,9088.56
FUNDACIÓ PRIVADA  CASSIA JUST,G60566460,13,73949.43
FUNDACIÓ PRIVADA AVISMON-CATAL,G61225918,2,97094.2
FUNDACIO PRIVADA BENALLAR,G64046899,36,257267.30999999997
FUNDACIO PRIVADA CENTRE CIM,G63749162,6,64764.65
FUNDACIO PRIVADA CLAROR,G59080259,1,1215.65
FUNDACIO PRIVADA FICAT,G62212972,24,222116.24
FUNDACIÓ PRIVADA INCLUSIÓ LABO,G67044271,2,132686.94
FUNDACIÓ PRIVADA JOIA JOVENTUD,G08901019,7,31345.449999999997
FUNDACIO PRIVADA JOSEP FINESTR,G59418202,1,15216.85
FUNDACIO PRIVADA JOVENT,G25388281,10,46198.46000000001
FUNDACIO PRIVADA MAP,G17414905,19,39493.96
FUNDACIO PRIVADA PARE MANEL,G63519417,1,14509.0
FUNDACIÓ PRIVADA PER L´ESPORT,G65704959,1,14020.56
FUNDACIÓ PRIVADA PHOTOGRAPHIC,G62573563,1,151.25
FUNDACIO PRIVADA TALLER DE MUS,G63080014,1,5000.0
FUNDACIÓ PRIVADA TALLERS DE CA,G58710435,1,340013.09
FUNDACIO PRIVADA TRINIJOVE,G59546556,2,16784.48
FUNDACIÓ ROCA GALES,G08449258,1,195.98
FUNDACIÓ ROURE,G65616526,1,14989.98
FUNDACIO SALUT I COMUNITAT,G61878831,2,1612481.74
"FUNDACIÓ SURT, FUNDACIÓ DE DON",G64404213,27,2188793.8000000003
FUNDACION BANCARIA CAIXA D'EST,G58899998,1,726.0
FUNDACIÓN CIUDADANA CIVIO,G86361862,1,2032.8
FUNDACION CIUDADANIA Y BUEN GO,G63388284,1,17371.97
FUNDACION ENTRE TANTOS,G34258475,1,7683.5
FUNDACION RUBRICATUS,G61409678,1,1201.75
FUNDACIÓN TOMILLO,G28979136,1,18137.9
FUNDACION UNIVERSITARIA SAN PA,G28423275,1,3230.0
FUNDUCTIL TARREGA SL,B62110507,2,24467.41
"FUOC - FUNDACIÓN GOTEO, UNIÓN",U16731150,1,39586.36
"FUSTES GILABERT, S.A.",A08124067,3,7029.960000000001
FUTUREFORWORK S.L,B66037888,1,11979.0
"FUTUREFUNDED, SL",B66941642,1,15004.0
FWD SERV. PROFESIONALES DUPLIC,B33895103,1,417.39
"G.S. LLEM, S.L. -GRUP SERVEIS-",B60220209,5,4853.92
GABINET D'ESTUDIS SOCIALS I OP,B63647994,7,544678.0700000001
GABINETE DEL COLOR S.L.,B61552832,1,2541.0
GABINETE TECNICO DE AUDITORIA,A58604745,4,48467.76
GABINETE TECNICO TELECOMUNICAC,B60816097,5,8321.78
"GABINETE UMBUS, SL",B85374023,3,194064.88
GAFISA BARCELONA AUDITORS SLP,B63734883,4,19377.839999999997
GALANTHUS,G62255815,1,2093.3
GALASTURHUNDE ASOCIADOS 2008 S,B66623844,2,2966.0
GALAXIA GUTENBERG SL,B65521957,1,2600.0
"GALCOR MATERIAL OFICINA, S.L.",B65220808,13,5887.88
GALERIA DEPORTIVA IZQUIERDO S.,B66818451,1,9343.62
GALIANA NADAL S.L.P.,B67576389,1,3000.0
GALLEX PROTECCION CONTRA INCEN,B64444094,2,9019.45
"GARBET, NETEJA I MANTENIMENT I",F17849290,1,17746.1
"GARBUIX, SCCL",F61233193,3,1659.34
GARCIA DE POU SA,A17060864,2,430.5
GARRIGA OBRES I SERVEIS SL,B63591481,1,44509.62
GASPUNT SA,A25017666,1,87120.0
GECKO ARTE Y ESCALADA S.L.,B02955730,1,2783.0
GEFOSA S.L.,B61179040,1,145589.04
GEGANTERS DE GRACIA,G60456878,1,593.6
"GEMASTHAL, SL",B63259998,1,5687.0
GENERAL COURIER VALLES S.L.,B61566964,4,20076.989999999998
"GENERAL FACILITIES, SLU",B65657124,3,96772.14
"GENERAL MACHINES TECHNOLOGY, S",B91509281,3,527321.86
GENERALITAT DE CATALUNYA,S0811001G,2,4696.52
"GENSERMA 2008, SL",B64759673,5,160761.43
"GEOBLINK, SL",B87239596,1,60439.5
GERMANS HOMS LLOGUER MAQUIN.18,B65258188,4,2306.95
GERMUSIC S.L.,B11363751,1,4104.1
"GERSA INFORMATICA, S.L.",B60202876,8,14504.18
"GESAN CALDERERIA Y MONTAJES, S",B67213215,1,22361.94
GESEM FORMACIÓ I CONSULTORIA S,B60441292,2,13781.9
GESTIO A PEU D'OBRA SLP,B64259195,1,34871.17
GESTIÓ OBRES I SERV. SOSTENIBL,B66355900,1,156366.07
GESTIÓN EXTERNA DE APLICACIONE,A63507222,1,696.96
GESTION TRIBUTARIA TERRITORIAL,A81957367,1,18086.87
GESTION Y PROMOCION AEROPORTUA,A61932471,1,4646.4
GIANT HEALTH EVENTS LTD,10063388,1,5445.0
GILL,510909960,1,242.0
GINY COMUNICACIO SL,B65874687,2,27279.45
GIRODSERVICES SL,B60070505,2,16198.91
GJ IMPRESION DIGITAL SL,B66576828,1,8645.45
GLOBAL ATTENTIVE SL,B67120196,2,135484.18
GLOBAL POST SECURITY SOLUTIONS,B63783963,1,653.4
GLOBAL PROJECTS AND SUPPLIES S,B86344454,2,36074.21
GLOBALMANAGEMENTBCN CONSULTANT,B67072520,1,3025.0
GLOVAL VALUATION SA,A28903920,3,8929.8
GOLVER PROJECTS SL,B66499286,1,17819.4
GOROKA CONTENTS SL,B63764476,2,2901209.44
GOVERNANÇA RELACIONAL SL,B96965355,1,17886.83
"GRACIAN ABOGADOS, SLP",B67423038,1,1452.0
"GRADO INFORMATICA Y GESTION, S",B60301603,1,15976.84
GRAFICAS SAGRERA SL,B60932332,1,4500.11
GRAFIQUES MAS ALMIRALL SL,B65327058,1,2510.75
"GRAFIQUES ORTELLS, S.L.",B61007829,1,1974.38
GRAFIQUES ROBERT SL,B60371630,1,185.61
GRAN VIA COURIER SL,B64159098,1,2236.81
GRAND LORD BUS SL,B62888458,1,748.0
GRAVITAT SL,B62689708,3,84400.22
GREG CLARK LTD,6231415611100,1,17545.0
GROM PLACE S.L.,B65288995,1,1724.25
"GROOTS HYDROPONICS, SL",B67341479,2,20404.23
GROP EXPOSICIONS I MUSEOGRAFIA,B63805113,1,14810.7
GRUP ASSESSORAMENT PSICOLOGIC,J66535659,2,486779.37
GRUP DE FOC DE NOU BARRIS,G62256110,1,278.18
GRUP EL REMITGER SL,B08926750,2,5988.17
GRUP GEPORK SA,A08566143,19,26900.210000000003
GRUP INTERNOVATEC S.L.,B67140434,1,14520.0
GRUPO COMERCIAL TEXTIL SA,A58477902,1,15729.3
GRUPO CONTROL EMPRESA SEGURIDA,A04038014,1,14490.81
GRUPO DE INGENIERIA CAÑAS Y AS,B65274441,1,16910.96
GRUPO EUROPEO CONSULT.LOCALEUR,B97997472,1,17908.0
"GRUPO KIAK, SL",B65389686,2,26315.92
GYMCISA,B85047850,1,365.52
GYOTAKU BCN SLU,B67304816,1,1149.5
HANNA CENTER SL,B65410144,1,14999.99
HELP GUAU SL,B62788021,29,682457.2500000001
"HERBECON SYSTEMS, SL",B92200591,1,47030.99
HERCAL DIGGERS SL,B64143639,2,90776.95
HERMANAS HOSPITALARIAS SAGRADO,R0801947C,1,5121.6
"HERMANOS LUQUE, SL",B60883469,1,79.15
HERMES ASESORAMIENTO Y FORMACI,B66716317,1,786.5
"HERMES COMUNICACIONS, SA.",A17374547,1,8570.38
HIBERUS IT DEVELOPMENT SERVICE,B99537854,1,656928.82
HIDDEN LINKS SCP,J65871659,2,7410.04
"HIDDEN TRACK RECORDS, S.L. (UN",B67202150,1,1391.5
HIGASAR SEGURIDAD SL,B82152257,1,635.25
"HILTI ESPAÑOLA, S.A.",A28226090,8,4745.98
HINOJOSA PACKAGING CARDEDEU SA,A46115739,3,1521.92
HISCOX SA SUCURSAL EN ESPAÑA,W0185688I,1,648.9
HISPAMAST SL,B83969121,1,882.7
HISPART S.A.,A58144387,1,7966.64
HOGAR S JOSÉ DE LA MONTAÑA EN,R0800753F,1,1500.0
HOGREFE TEA EDICIONES S.A.U.,A28079069,1,387979.24
"HÖRMANN ESPAÑA, S.A.",A58267378,2,19592.95
HOSPITAL HISPANIA SL,B59078071,1,8727.27
HOTARU S.C.P,J67166959,2,1154203.64
HPC IBERICA SA,A58620808,2,65528.75
HUMICLIMA EST SA,A07050586,1,14987.19
"HYGECO ESPAÑA, S.A.U.",A59892414,2,432.58000000000004
"I.D.GRUP, S.A.",A59367458,10,80412.48999999999
"IASO, SA",A25033622,1,4288.24
IBERICA DE DESAMIANTADOS SL,B63330443,1,2238.5
"IBÉRICA DE ESTRATIFICADOS, S.L",B18379735,1,457.38
"IBERLAND INMUEBLES Y REFORMAS,",B63411466,2,135377.73
"IBERPROTEC, SL",B63974307,2,3786.5
IBERTRAC SL,B08737512,1,1966.94
"IBM GLOBAL SERVICES ESPAÑA, S.",A80599459,2,35434.49
ICARIA EDITORIAL SA,A08397804,1,15007.2
ICARIA INCIATIVES SOCIALS SAL,A59835454,4,15833.39
"ICC-CONSULTORS CULTURALS, S.L.",B62536909,2,15488.0
ICG INTERN. DE COOP. Y GESTION,B81600686,3,250999.5
ICS ARQUITECTURA RUBIO-CABALLE,B63926265,4,18742.9
"ICUFA,SL.",B60535788,8,1984.37
IDASA SISTEMAS SL,B53445144,1,17424.0
IDEA 10 INTEGRAL SL,B66608597,3,12204.58
IDEAFIX TEAM SL,B66300609,4,23310.66
IDEEM INNOVA S.L.,B66056052,3,72528.85
IDENTIFICACIÓN FOR EVERYONE S.,B66185315,1,17303.0
"IDENTIFICATION CARE, SL",B65244956,2,97296.1
"IDEOGRAMA, SA",A58084286,2,33033.0
IDERIA INSIGHTS SL,B63860126,1,31944.0
IDETECH EUROPE SL,B63202139,4,193.21
IDOM CONSULTING ENGINEERING,A48283964,2,198876.23
"IDP INGENIERIA Y ARQ. IBERIA,",B62731807,2,128886.92000000001
IEM INSTITUTO DESTUDIOS MEDICO,B60705068,1,1391.5
IFBLE SOLUCIONES SL,B66768888,4,6795.36
IFL  GESTION   S.L,B60480233,1,423569.6
"IGE BCN, S.L.",B61355616,2,2620.56
"IGE DESARROLLOS INTEGRADOS 3,",B65615502,1,4175.17
IGLOR SOLUCIONES AUDIOVISUALES,B65325045,5,6909.1
IGLUUU STUDIO SL,B65657082,1,35937.0
"IGREMAP, SLP",B62789680,1,7502.0
IGSCAR SERVICES SL,B63671903,1,14338.5
I-LABSO SCCL,F66288192,2,9756.47
ILLA ARQUITECTES SCP,J63191316,1,17968.5
ILUMINACION Y SONIDO TECNORADI,A59935791,1,3746.16
ILUMINACIONES JUST S.L.,B46395901,6,228105.26000000004
"ILUMINACIONES XIMENEZ, S.A.",A14041362,4,1560022.7000000002
ILUNION SALUD SA,A79707295,1,4658.5
ILUSTRE COLEGIO DE ABOGADOSDE,Q0863003J,1,134.0
"IMAGINA COMUNICACIO, S.A.",A08372773,1,11845.9
IMAGINATION FORMS SL,B67032771,2,16214.0
IMATGE-9 SL,B43324573,1,3999.84
IMESAPI SA,A28010478,25,21646061.839999996
IMESCO ILUMINACIONES ARTISTICA,B23411887,2,205700.0
"IMPALA NETWORK SOLUTIONS, S.L.",B60696721,23,55377.57
IMPENTO SL,B63979405,2,18271.0
IMPERMEABILIZACION PROTECCION,B61023636,1,17840.24
IMPREMTA PAGES SL,B17207945,1,24200.0
IMPRENTAS DIGITALES BADALONA,B67522995,6,9223.829999999998
"IMPRIMACIONES MAJANO, S.L.",B82284795,5,965.4000000000001
IMPRIMEIX SL,B59053660,2,696.96
IMPUESTOS E INVERSIONES SL,B35258771,1,1000.0
"IMPULSEM, SCCL",F63776264,2,13806.54
IN OUT CTRL SL,B67577916,2,41117.49
"INAD-HOC HABITAT, SL",B66579392,27,72302.27000000002
INAPA ESPAÑA DISTRIBUCION PAPE,A81828410,7,7506.46
INCIPRESA,A36633600,3,11624.47
INCLUSIVE STRATEGIES S.L.,B86406311,1,17061.0
INCOOP SCCL,F60137411,10,225712.44999999998
INDEX SENYALITZACIO INTEGRAL D,B61632246,1,5513.97
INDRA SISTEMAS S.A. E INSTALAC,U16787053,1,3099422.74
"INDRA SISTEMAS, S.A.",A28599033,1,97572.03
INDRA SOLUCIONES TECNOLOGIAS D,B88018098,2,35561.899999999994
INDUSTRIAS GRAFICAS PUBLICITAR,A08259137,1,24130.12
"INEDIT INNOVACIO, SL",B65095705,1,17543.79
INES INGENIEROS CONSULTORES SL,B83911503,1,34848.0
INETUM ESPAÑA SA,A28855260,2,163386.98
"INFOPRODUCTS, SL",B98484512,8,3037.03
INFORMAC.I COMUNIC.BARCELONA S,A08862997,1,2420.0
INFORMÀTICA I COMUNIC. TARRAGO,A43132422,3,2351.03
"INFRAESTRUCTURAS TRADE, S.L.",B65866006,2,59501.82000000001
"INFRAESTRUCTURES COSER, SL",B66781535,1,45661.36
INFRAPLAN BARCELONA SL,B62687140,1,14520.0
INGENIA TECNOLOGIA Y COMUNICAC,B64167240,1,4089.8
INGENIERIA Y SERVICIOS EFICIEN,B64734726,3,167291.9
INGENIERIA Y SERVICIOS FERROVI,A61401857,6,138571.26
INGENIERIA Y SISTEMAS INTEGRAL,B62311725,9,56401.15
INGENIEROS EMETRES S.L.P.,B60626397,2,11495.0
INGEVIA 2008 SL,B61771515,3,96798.06999999999
"INGIP GESTION, S.L.",B01623420,1,2359.5
INICIATIVES EVENTS SL,B64709363,16,746464.4500000001
INICIATIVES I DINAMIQUES COMUN,B63912026,5,44777.579999999994
"INICIATIVES I PROGRAMES,S.L.",B59545913,9,1121500.4500000002
"INICIATIVES JASSERA, S.L.N.E",B64513666,2,3098.58
INJECCIÓ AMAC SL,B59558148,4,5698.05
INNOVACION Y CONSULTORIA EN PO,B63662647,1,15427.5
INNOVATION HOUSE SL,B66909326,1,17502.65
INS. BARGALLO SL,B65951287,1,551.52
INSERCOOP SCCL,F61380390,1,11620.61
INSERTY INSTAL·LACIONS S.,B63321954,1,2830.66
INSIGNA UNIFORMES SL,B97611164,1,18148.79
"INSIGNIES PUJOL, S.L.",B66804295,1,18148.79
INSPECCION I CONTROL DE INSTAL,A82019258,3,33426.25
INST. MPAL. CULTURA (ICUB),P5890006I,1,1157.02
INST.DE INVEST.SOBRE VEHICULOS,A50188762,1,2442.99
INSTAL. INTEGR.I EQUIP. PER L',B62865472,33,100623.06
INSTAL.INTEGRA.HOSTELE.EUROLIN,B60587763,2,12904.509999999998
INSTALACIONES DE LAVADO S.L.,B08800088,1,50000.0
INSTALACIONES NYCSA SL,B61551651,3,49033.01
INSTALACIONES Y OBRAS 49 SL,B62898663,1,6036.06
"INSTALDECO, SL",B61601019,5,18814.179999999997
INSTITUT D'ECONOMIA DE BARCELO,G64842446,2,35090.0
INSTITUT ILDEFONS CERDA,G08985392,1,17847.5
INSTITUT MUNICIPAL PARCS I JAR,P5801914B,7,7842.63
INSTITUT NAC EDUCACIO FISICA D,Q0840010C,1,1686.1
INSTITUT TECNOLOGIA CONSTRUCC.,G08546665,2,36256.18
"INSTITUTO DYM, S.A.",A08149304,4,105266.0
INSTITUTO NACIONAL DE ESTADIST,Q2826039F,2,2122.2799999999997
INTEGRACIO SISTEMAS AUDIOVISUA,B67093088,6,15541.37
INTEGRACIÓN AGENCIAS DE VIAJES,A84523505,21,688078.02
INTEGRACION AUDIOVISUAL SL,B61543369,1,4530.24
INTEGRACIÓN SOCIAL DE MINUSVÁL,B61098638,7,292395.63999999996
INTEGRAL ALQUILER SL,B64010325,2,12613.04
"INTEGRAPMC, SL",B64753049,16,8681.77
"INTELIGENCIA CREATIVA, SL",B63455232,1,3630.0
"INTELLIGENIA, S.A.",A18867481,2,23889.93
INTERFACE SAFEACCESS SL,B61440814,1,89540.0
INTERGRAPH ESPAÑA SA,A28768380,1,95227.0
INTERSECCIO DIVERS. EDUC. I CU,B66968249,11,55650.72
INTERVENTO 2 S.L.,B80690910,1,5868.5
"INTIMUS INTERNATIONAL IBERICA,",A60367927,1,3041.78
INTRACATALONIA SA,A61844411,1,22335.1
INV PROTECCION SL,B85582013,13,330993.47
INV VIGILANCIA SL,B82906058,1,71728.8
IN-VEST4 MUSIC SERVICES SPAIN,B25620139,1,605.0
INVISEG SISTEMAS SL,B40165920,1,5572.74
"IPLAN GESTION INTEGRAL, SL",B64906845,9,142677.29
"IPSVIAL, S.L.",B84050889,3,18135.01
"IQCOOP, S.C.C.L.",F67347120,1,17641.8
"IQEMBU, S.L.",B42953208,1,249194.0
"IRO STUDIO, S.L.",B66826678,1,786.5
IRON MOUNTAIN (ESPAÑA) SERVICE,B86899564,1,165.77
"ISDIN, S.A.",A08291924,1,72588.87
ITAL - FIRES S.L.,B17361841,1,4416.5
"ITGLOBAL, SL",B61124376,1,2056.52
ITINERARIUM LOCAL. MULTIM.I X.,B64697519,3,17264.28
"ITURRI, S.A.",A41050113,19,217184.52
IURIS. DOC SL,B61857280,1,44770.0
"IVÀLUA, INSTITUT CATALÀ D'AVAL",Q0801583F,1,2516.8
"IVEMON AMBULANCIES EGARA, SL S",B08923963,1,165.0
JABEGA DEL CASTILLO SANTOS Y,E79758900,1,14931.4
JAMGO PRODUCTES I SERVEIS INFO,F65533259,1,18131.85
"JAN BCS,S.L.",B60376993,1,18110.07
"JANE ADVOCATS, SLP",B63143622,1,3811.5
JANE FONT SL,B55301253,1,12705.0
"JARDINERIA J. BOSCH, S.L.",B59773432,2,50675.79
JAVIRROYO SL,B64595762,1,18016.9
"JM BONET VITRALLS, SL",B63535512,1,712.69
"JM BRUNEAU ESPAñA, SA",A62588421,4,801.25
JOIES I PROTOCOL ROCA JOIERS S,B64800931,1,266.2
JOLSSEN EVENTS SCP,J01826296,3,76919.7
JONES LANG LASALLE ESPAÑA SA,A78492303,1,7260.0
JORNET LLOP PASTOR SLP,B64750300,1,16636.33
JOSE ANTONIO ROMERO POLO SAU,A25036880,1,47783.75
